MFI_ID	BIC	HOST	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	DOMICILE	HEAD_NAME	HEAD_ID	RESERVE	EXEMPT
AT36223	RZTIAT22223	AT	Raiffeisenbank Erl eGen		Dorf 44	6343	Erl	Credit Institution				Yes	No
AT35015	RVSAAT2S015	AT	Raiffeisenbank Eugendorf-Plainfeld eGen	64	Dorf 1	5301	Eugendorf	Credit Institution				Yes	No
AT35016	RVSAAT2S016	AT	Raiffeisenbank Faistenau-Hintersee eGen		Am Lindenplatz 2	5324	Faistenau	Credit Institution				Yes	No
AT38071	RZSTAT2G071	AT	Raiffeisenbank Fehring-St.Anna am Aigen eGen	14	Taborstraße 1	8350	Fehring	Credit Institution				Yes	No
AT38497	RZSTAT2G497	AT	Raiffeisenbank Feldbach-Gnas-Bad Gleichenberg eGen		Hauptplatz 18	8330	Feldbach	Credit Institution				Yes	No
AT37422	RVVGAT2B422	AT	Raiffeisenbank Feldkirch, registrierte Genossenschaft mit beschränkter Haftung		Domplatz 3	6800	Feldkirch	Credit Institution				Yes	No
AT34100	RZOOAT2L100	AT	Raiffeisenbank Feldkirchen-Goldwörth eGen		Hauptstraße 2	4101	Feldk./Donau	Credit Institution				Yes	No
AT39383	RZKTAT2K383	AT	Raiffeisenbank Finkenstein - Faaker See, registrierte Genossenschaft mit beschränkter Haftung		Mallestigerplatz 4	9584	Finkenstein	Credit Institution				Yes	No
AT33116	RLBBAT2E116	AT	Raiffeisenbank Frauenkirchen eGen	16	Amtshausgasse 2	7132	Frauenkirchen	Credit Institution				Yes	No
AT33085	RLBBAT2E085	AT	Raiffeisenbank Freistadt Rust eGen		Rathausplatz 5	7071	Rust/Burgenland	Credit Institution				Yes	No
AT39501	RZKTAT2K501	AT	Raiffeisenbank Friesach-Metnitztal, registrierte Genossenschaft mit beschränkter Haftung		Hauptplatz 13	9360	Friesach/Ktn.	Credit Institution				Yes	No
AT36230	RZTIAT22230	AT	Raiffeisenbank Fulpmes-Telfes im Stubai eGen		Kirchstraße 3	6166	Fulpmes	Credit Institution				Yes	No
AT39305	RZKTAT2K305	AT	Raiffeisenbank Fürnitz, registrierte Genossenschaft mit beschränkter Haftung		Rosentalstraße 14	9586	Fürnitz	Credit Institution				Yes	No
AT38077	RZSTAT2G077	AT	Raiffeisenbank Fürstenfeld eGen		Stadt-Zug-Platz 4	8280	Fürstenfeld	Credit Institution				Yes	No
AT38094	RZSTAT2G094	AT	Raiffeisenbank Gamlitz eGen		Obere Hauptstraße 210	8462	Gamlitz	Credit Institution				Yes	No
AT34113	RZOOAT2L113	AT	Raiffeisenbank Gampern eGen		Gampern 70	4851	Gampern	Credit Institution				Yes	No
AT35026	RVSAAT2S026	AT	Raiffeisenbank Gastein eGen	34	Kaiser-Franz-Platz 4	5630	Bad Hofgastein	Credit Institution				Yes	No
AT34118	RZOOAT2L118	AT	Raiffeisenbank Geretsberg eGen		Geretsberg 3	5132	Geretsberg	Credit Institution				Yes	No
AT38102	RZSTAT2G102	AT	Raiffeisenbank Gleinstätten eGen		Gleinstätten 168	8443	Gleinstätten	Credit Institution				Yes	No
AT35017	RVSAAT2S017	AT	Raiffeisenbank Golling-Scheffau-Kellau registrierte Genossenschaft mit beschränkter Haftung	56	Markt 45	5440	Golling/Salzach	Credit Institution				Yes	No
AT39320	RZKTAT2K320	AT	Raiffeisenbank Grafenstein-Magdalensberg und Umgebung, registrierte Genossenschaft mit beschränkter Haftung	0	Klopeiner Straße 3	9131	Grafenstein	Credit Institution				Yes	No
AT34135	RZOOAT2L135	AT	Raiffeisenbank Gramastetten-Herzogsdorf eGen		Marktstraße 41	4201	Gramastetten	Credit Institution				Yes	No
AT38111	RZSTAT2G111	AT	Raiffeisenbank Gratkorn eGen	20	Grazer Straße 5	8101	Gratkorn	Credit Institution				Yes	No
AT38112	RZSTAT2G112	AT	Raiffeisenbank Gratwein eGen	44	Bahnhofstraße 22	8112	Gratwein-Straßengel	Credit Institution				Yes	No
AT38377	RZSTAT2G377	AT	Raiffeisenbank Graz-Andritz eGen	12	Grazer Straße 62	8045	Graz-Andritz	Credit Institution				Yes	No
AT38223	RZSTAT2G223	AT	Raiffeisenbank Graz-Mariatrost eGen	1	Mariatroster Straße 255	8044	Graz-Mariatrost	Credit Institution				Yes	No
AT38367	RZSTAT2G367	AT	Raiffeisenbank Graz-St. Peter eGen	5	St.Peter-Hauptstraße 55	8042	Graz-St.Peter	Credit Institution				Yes	No
AT38439	RZSTAT2G439	AT	Raiffeisenbank Graz-Straßgang eGen		Kärntner Straße 394	8054	Graz/Straßgang	Credit Institution				Yes	No
AT34068	RZOOAT2L068	AT	Raiffeisenbank Grein eGen	0	Hauptstraße 25	4360	Grein	Credit Institution				Yes	No
AT32589	RLNWATW1589	AT	Raiffeisenbank Gross Gerungs eGen		Hauptplatz 47	3920	Groß Gerungs	Credit Institution				Yes	No
AT38118	RZSTAT2G118	AT	Raiffeisenbank Groß St. Florian-Wettmannstätten eGen	14	Marktstraße 3	8522	Groß St.Florian	Credit Institution				Yes	No
AT35019	RVSAAT2S019	AT	Raiffeisenbank Großarl-Hüttschlag eGen	3	Großarl 90	5611	Großarl	Credit Institution				Yes	No
AT35020	RVSAAT2S020	AT	Raiffeisenbank Großgmain eGen		Salzburger Straße 53	5084	Großgmain	Credit Institution				Yes	No
AT34126	RZOOAT2L126	AT	Raiffeisenbank Großraming eGen		Eisenstraße 25	4463	Großraming	Credit Institution				Yes	No
AT38120	RZSTAT2G120	AT	Raiffeisenbank Großsteinbach eGen		Großsteinbach 123	8265	Großsteinbach	Credit Institution				Yes	No
AT38122	RZSTAT2G122	AT	Raiffeisenbank Großwilfersdorf eGen		Großwilfersdorf 200	8263	Großwilfersdorf	Credit Institution				Yes	No
AT38113	RZSTAT2G113	AT	Raiffeisenbank Gröbming eGen	5	Hauptstraße 279	8962	Gröbming	Credit Institution				Yes	No
AT35018	RVSAAT2S018	AT	Raiffeisenbank Grödig eGen	55	Hauptstraße 28	5082	Grödig	Credit Institution				Yes	No
AT34127	RZOOAT2L127	AT	Raiffeisenbank Grünau - St. Konrad - Scharnstein eGen		Im Dorf 15	4645	Grünau im Almtal	Credit Institution				Yes	No
AT34129	RZOOAT2L129	AT	Raiffeisenbank Gunskirchen eGen		Raiffeisenplatz 1	4623	Gunskirchen	Credit Institution				Yes	No
AT39511	RZKTAT2K511	AT	Raiffeisenbank Gurktal, registrierte Genossenschaft mit beschränkter Haftung	0	Hauptplatz 5	9341	Straßburg	Credit Institution				Yes	No
AT37429	RVVGAT2B429	AT	Raiffeisenbank Götzis registrierte Genossenschaft mit beschränkter Haftung	39	Junker-Jonas-Platz 2	6840	Götzis	Credit Institution				Yes	No
AT38128	RZSTAT2G128	AT	Raiffeisenbank Halbenrain-Tieschen eGen		Halbenrain 125	8492	Halbenrain	Credit Institution				Yes	No
AT35022	RVSAAT2S022	AT	Raiffeisenbank Hallein eGen	26	Robertplatz 1	5400	Hallein	Credit Institution				Yes	No
AT34155	RZOOAT2L155	AT	Raiffeisenbank Handenberg - St. Georgen a. F. eGen		Baumgartnerstraße 1	5144	Handenberg	Credit Institution				Yes	No
AT38403	RZSTAT2G403	AT	Raiffeisenbank Hartberg eGen		Wiesengasse 2	8230	Hartberg	Credit Institution				Yes	No
AT38132	RZSTAT2G132	AT	Raiffeisenbank Hatzendorf-Unterlamm eGen		Hatzendorf 6	8361	Hatzendorf	Credit Institution				Yes	No
AT38133	RZSTAT2G133	AT	Raiffeisenbank Hausmannstätten eGen	9	Grazer Straße 6	8071	Hausmannst.	Credit Institution				Yes	No
AT33090	RLBBAT2E090	AT	Raiffeisenbank Heideboden eGen		Wiener Straße 3	7161	St.Andrä/Zicksee	Credit Institution				Yes	No
AT38170	RZSTAT2G170	AT	Raiffeisenbank Heiligenkreuz-Kirchbach eGen		Kirchbach 12	8082	Kirchbach/Stmk.	Credit Institution				Yes	No
AT34160	RZOOAT2L160	AT	Raiffeisenbank Helfenberg - St. Stefan a.W. eGen		Leonfeldner Straße 5	4184	Helfenberg	Credit Institution				Yes	No
AT34161	RZOOAT2L161	AT	Raiffeisenbank Hellmonsödt eGen		Marktplatz 12	4202	Hellmonsödt	Credit Institution				Yes	No
AT35024	RVSAAT2S024	AT	Raiffeisenbank Henndorf am Wallersee eGen	1	Hauptstraße 63	5302	Henndorf/W.See	Credit Institution				Yes	No
AT39543	RZKTAT2K543	AT	Raiffeisenbank Hermagor, registrierte Genossenschaft mit beschränkter Haftung		Gasserplatz 4	9620	Hermagor	Credit Institution				Yes	No
AT32769	RLNWATWW769	AT	Raiffeisenbank Herzogenburg-Kapelln eGen		Kremser Straße 2	3130	Herzogenburg	Credit Institution				Yes	No
AT34165	RZOOAT2L165	AT	Raiffeisenbank Hinterstoder und Vorderstoder eGen		Hinterstoder 19	4573	Hinterstoder	Credit Institution				Yes	No
AT36241	RZTIAT22241	AT	Raiffeisenbank Hippach und Umgebung eGen		Lindenstraße 11	6283	Hippach	Credit Institution				Yes	No
AT38138	RZSTAT2G138	AT	Raiffeisenbank Hitzendorf-Rein eGen		Hitzendorf 133	8151	Hitzendorf	Credit Institution				Yes	No
AT35025	RVSAAT2S025	AT	Raiffeisenbank Hof-Koppl-Ebenau eGen	10	Wolfgangseestraße 26	5322	Hof/Salzburg	Credit Institution				Yes	No
AT37438	RANMAT21	AT	Raiffeisenbank Hohenems registrierte Genossenschaft mit beschränkter Haftung	118	Schillerallee 1	6845	Hohenems	Credit Institution				Yes	No
AT32322	RLNWATW1322	AT	Raiffeisenbank Hollabrunn eGen	16	Raiffeisenplatz 1	2020	Hollabrunn	Credit Institution				Yes	No
AT36245	RZTIAT22245	AT	Raiffeisenbank Hopfgarten im Brixental eGen		Brixentaler Straße 15	6361	Hopfgarten/Br.T	Credit Institution				Yes	No
AT33031	RLBBAT2E031	AT	Raiffeisenbank Horitschon und Umgebung eGen		Günser Straße 28	7312	Horitschon	Credit Institution				Yes	No
AT34170	RZOOAT2L170	AT	Raiffeisenbank Hörsching-Thening eGen		Ofteringer Straße 1	4063	Hörsching	Credit Institution				Yes	No
AT35027	RVSAAT2S027	AT	Raiffeisenbank Hüttau-St. Martin-Niedernfritz registrierte Genossenschaft mit beschränkter Haftung		Hüttau 35	5511	Hüttau	Credit Institution				Yes	No
AT39340	RZKTAT2K340	AT	Raiffeisenbank Hüttenberg - Wieting, registrierte Genossenschaft mit beschränkter Haftung		Reiftanzplatz 7	9375	Hüttenberg	Credit Institution				Yes	No
AT33033	RLBBAT2E033	AT	Raiffeisenbank Illmitz eGen		Hauptplatz 4	7142	Illmitz	Credit Institution				Yes	No
AT38151	RZSTAT2G151	AT	Raiffeisenbank Ilz eGen		Ilz 39	8262	Ilz	Credit Institution				Yes	No
AT37420	RVVGAT2B420	AT	Raiffeisenbank Im Rheintal eGen	152	Rathausplatz 8	6850	Dornbirn	Credit Institution				Yes	No
AT34545	RZOOAT2L545	AT	Raiffeisenbank Inneres Salzkammergut eGen		Kreuzplatz 20	4820	Bad Ischl	Credit Institution				Yes	No
AT34200	RZOOAT2L200	AT	Raiffeisenbank Innkreis Mitte eGen		Ort im Innkreis 7	4974	Ort/Innkreis	Credit Institution				Yes	No
AT36249	RZTIAT22249	AT	Raiffeisenbank Jenbach - Wiesing eGen	38	Kirchgasse 1	6200	Jenbach	Credit Institution				Yes	No
AT38368	RZSTAT2G368	AT	Raiffeisenbank Judenburg eGen		Hauptplatz 12	8750	Judenburg	Credit Institution				Yes	No
AT36260	RZTIAT22260	AT	Raiffeisenbank Kematen eGen		Sandbichlweg 2	6175	Kematen/Tirol	Credit Institution				Yes	No
AT34214	RZOOAT2L214	AT	Raiffeisenbank Kematen-Neuhofen eGen		Steyrer Straße 1	4501	Neuhofen an der Krems	Credit Institution				Yes	No
AT39355	RZKTAT2K355	AT	Raiffeisenbank Keutschach-Maria Wörth, eingetragene Genossenschaft mit beschränkter Haftung		Plaschischen 45	9074	Keutschach	Credit Institution				Yes	No
AT36262	RZTIAT22262	AT	Raiffeisenbank Kirchdorf Tirol registrierte Genossenschaft mit beschränkter Haftung		Dorfplatz 15	6382	Kirchdorf/Tirol	Credit Institution				Yes	No
AT34226	RZOOAT2L226	AT	Raiffeisenbank Kleinmünchen/Linz eGen	16	Salzburger Straße 5	4030	Linz/Donau	Credit Institution				Yes	No
AT32367	RLNWATWW367	AT	Raiffeisenbank Klosterneuburg eGen	39	Rathausplatz 7	3400	Klosterneuburg	Credit Institution				Yes	No
AT34231	RZOOAT2L231	AT	Raiffeisenbank Kollerschlag eGen		Markt 4	4154	Kollerschlag	Credit Institution				Yes	No
AT36265	RZTIAT22265	AT	Raiffeisenbank Kolsass und Umgebung eGen		Kirchplatz 7	6114	Kolsass	Credit Institution				Yes	No
AT32395	RLNWATWWKOR	AT	Raiffeisenbank Korneuburg eGen	40	Stockerauer Straße 94	2100	Korneuburg	Credit Institution				Yes	No
AT32397	RLNWATWWKRE	AT	Raiffeisenbank Krems eGen	75	Dreifaltigkeitsplatz 8	3500	Krems/Donau	Credit Institution				Yes	No
AT34233	RZOOAT2L233	AT	Raiffeisenbank Kremsmünster eGen		Marktplatz 8	4550	Kremsmünster	Credit Institution				Yes	No
AT34234	RZOOAT2L234	AT	Raiffeisenbank Krenglbach eGen		Krenglbacher Straße 1	4631	Krenglbach	Credit Institution				Yes	No
AT32438	RLNWATW1438	AT	Raiffeisenbank Kreuzenstein eGen		Stockerauer Straße 8-10	2100	Korneuburg	Credit Institution				Yes	No
AT35028	RVSAAT2S028	AT	Raiffeisenbank Krimml registrierte Genossenschaft mit beschränkter Haftung	7	Oberkrimml 93	5743	Krimml	Credit Institution				Yes	No
AT36267	RZTIAT22267	AT	Raiffeisenbank Kundl eGen	13	Dorfstraße 14	6250	Kundl	Credit Institution				Yes	No
AT33041	RLBBAT2E041	AT	Raiffeisenbank Königsdorf eGen		Bachstraße 8	7563	Königsdorf	Credit Institution				Yes	No
AT36264	RZTIAT22264	AT	Raiffeisenbank Kössen-Schwendt eGen	124	Dorf 4	6345	Kössen	Credit Institution				Yes	No
AT35021	RVSAAT2S021	AT	Raiffeisenbank Köstendorf-Neumarkt-Schleedorf registrierte Genossenschaft mit beschränkter Haftung	0	Landesstraße 4	5203	Köstendorf	Credit Institution				Yes	No
AT39364	RZKTAT2K364	AT	Raiffeisenbank Kötschach - Mauthen, registrierte Genossenschaft mit beschränkter Haftung		Kötschach 7	9640	Kötschach-Mauthen	Credit Institution				Yes	No
AT32413	RLNWATWWLAA	AT	Raiffeisenbank Laa/Thaya eGen		Stadtplatz 56	2136	Laa/Thaya	Credit Institution				Yes	No
AT32414	RLNWATW1414	AT	Raiffeisenbank Laaben - Maria Anzbach eGen		Laaben 136	3053	Laaben	Credit Institution				Yes	No
AT35030	RVSAAT2S030	AT	Raiffeisenbank Lamprechtshausen-Bürmoos eGen		Hauptstraße 3	5112	Lamprechtshausen	Credit Institution				Yes	No
AT39381	RZKTAT2K381	AT	Raiffeisenbank Landskron - Gegendtal, registrierte Genossenschaft mit beschränkter Haftung	11	Ossiacher Straße 26	9523	Landskron	Credit Institution				Yes	No
AT37445	RVVGAT2B445	AT	Raiffeisenbank Langen-Thal registrierte Genossenschaft mit beschränkter Haftung		Reicharten 170	6932	Langen	Credit Institution				Yes	No
AT32426	RLNWATWW426	AT	Raiffeisenbank Langenlois eGen		Kornplatz 9	3550	Langenlois	Credit Institution				Yes	No
AT36269	RZTIAT22269	AT	Raiffeisenbank Langkampfen eGen		Untere Dorfstraße 2	6336	Langkampfen	Credit Institution				Yes	No
AT39384	RZKTAT2K384	AT	Raiffeisenbank Launsdorf, registrierte Genossenschaft mit beschränkter Haftung	0	Hauptstraße 12	9314	Launsdorf	Credit Institution				Yes	No
AT39292	RZKTAT2K292	AT	Raiffeisenbank Lavamünd, registrierte Genossenschaft mit beschränkter Haftung		Lavamünd 41	9473	Lavamünd	Credit Institution				Yes	No
AT37449	RVVGAT2B449	AT	Raiffeisenbank Lech/Arlberg, registrierte Genossenschaft mit beschränkter Haftung		Lech 90	6764	Lech	Credit Institution				Yes	No
AT38206	RZSTAT2G206	AT	Raiffeisenbank Leibnitz eGen	19	Bahnhofstraße 2	8430	Leibnitz	Credit Institution				Yes	No
AT38460	RZSTAT2G460	AT	Raiffeisenbank Leoben-Bruck eGen		Grazer Straße 63	8605	Kapfenberg	Credit Institution				Yes	No
AT35031	RVSAAT2S031	AT	Raiffeisenbank Leogang eGen	11	Leogang 65	5771	Leogang	Credit Institution				Yes	No
AT34276	RZOOAT2L276	AT	Raiffeisenbank Leonding eGen	17	Stadtplatz 4	4060	Leonding	Credit Institution				Yes	No
AT38262	RZSTAT2G262	AT	Raiffeisenbank Leutschach-Oberhaag eGen		Oberhaag 32	8455	Oberhaag	Credit Institution				Yes	No
AT38210	RZSTAT2G210	AT	Raiffeisenbank Lieboch-Stainz eGen		Grazer Straße 7	8510	Stainz	Credit Institution				Yes	No
AT39464	RZKTAT2K464	AT	Raiffeisenbank Liesertal, registrierte Genossenschaft mit beschränkter Haftung		Rennweg 6	9863	Rennweg	Credit Institution				Yes	No
AT38227	RZSTAT2G227	AT	Raiffeisenbank Liesingtal eGen		Hauptstraße 18	8774	Mautern/Stmk.	Credit Institution				Yes	No
AT38215	RZSTAT2G215	AT	Raiffeisenbank Liezen eGen	7	Hauptplatz 11	8940	Liezen	Credit Institution				Yes	No
AT38211	RZSTAT2G211	AT	Raiffeisenbank Ligist-St.Johann eGen		Ligist 20	8563	Ligist	Credit Institution				Yes	No
AT34290	RZOOAT2L290	AT	Raiffeisenbank Lochen am See eGen		Ringstraße 5	5221	Lochen am See	Credit Institution				Yes	No
AT34284	RZOOAT2L284	AT	Raiffeisenbank Lohnsburg eGen		Marktplatz 90	4923	Lohnsburg/Kobernaußerwald	Credit Institution				Yes	No
AT33048	RLBBAT2E048	AT	Raiffeisenbank Lutzmannsburg - Frankenau eGen		Hauptstraße 25	7361	Lutzmannsburg	Credit Institution				Yes	No
AT36268	RZTIAT22268	AT	Raiffeisenbank Längenfeld eGen		Oberlängenfeld 72	6444	Längenfeld	Credit Institution				Yes	No
AT35035	RVSAAT2S035	AT	Raiffeisenbank Maishofen eGen		Anton-Faistauer-Platz 3	5751	Maishofen	Credit Institution				Yes	No
AT39400	RZKTAT2K400	AT	Raiffeisenbank Maltatal, registrierte Genossenschaft mit beschränkter Haftung		Malta 14	9854	Malta/Kärnten	Credit Institution				Yes	No
AT35003	RVSAAT2S003	AT	Raiffeisenbank Maria Alm-Hinterthal registrierte Genossenschaft mit beschränkter Haftung	2	Am Gemeindeplatz 3	5761	Maria Alm	Credit Institution				Yes	No
AT39404	RZKTAT2K404	AT	Raiffeisenbank Maria Saal registrierte Genossenschaft mit beschränkter Haftung		Raiffeisenplatz 1	9063	Maria Saal	Credit Institution				Yes	No
AT34312	RZOOAT2L312	AT	Raiffeisenbank Maria Schmolln-St. Johann eGen		Maria Schmolln 68	5241	Maria Schmolln	Credit Institution				Yes	No
AT35036	RVSAAT2S036	AT	Raiffeisenbank Mariapfarr eGen		Pfarrstraße 29	5571	Mariapfarr	Credit Institution				Yes	No
AT38129	RZSTAT2G129	AT	Raiffeisenbank Mariazellerland eGen	69	Hauptplatz 1	8630	Mariazell	Credit Institution				Yes	No
AT38131	RZSTAT2G131	AT	Raiffeisenbank Markt Hartmannsdorf eGen		Hauptstraße 240	8311	Markt Hartmannsdorf	Credit Institution				Yes	No
AT35042	RVSAAT2S042	AT	Raiffeisenbank Markt Neukirchen eGen		Marktstraße 211	5741	Neukirchen/Grv.	Credit Institution				Yes	No
AT36273	RZTIAT22273	AT	Raiffeisenbank Matrei am Brenner und Umgebung eGen		Raiffeisenplatz 43a	6143	Matrei/Brenner	Credit Institution				Yes	No
AT36378	RZTIAT22378	AT	Raiffeisenbank Matrei in Osttirol, Virgen-Prägraten-Kals am Großglockner registrierte Genossenschaft mit beschränkter Haftung		Rauterplatz 4	9971	Matrei/Osttirol	Credit Institution				Yes	No
AT34303	RZOOAT2L303	AT	Raiffeisenbank Mattigtal eGen		Hauptstraße 61	5231	Schalchen	Credit Institution				Yes	No
AT35037	RVSAAT2S037	AT	Raiffeisenbank Mauterndorf-Tweng-Obertauern eGen	12	Mauterndorf 87	5570	Mauterndorf	Credit Institution				Yes	No
AT36274	RZTIAT22274	AT	Raiffeisenbank Mayrhofen und Umgebung eGen		Hauptstraße 401	6290	Mayrhofen	Credit Institution				Yes	No
AT34313	RZOOAT2L313	AT	Raiffeisenbank Meggenhofen-Kematen eGen		Meggenhofen 55	4714	Meggenhofen	Credit Institution				Yes	No
AT39407	RZKTAT2K407	AT	Raiffeisenbank Metnitz und Umgebung registrierte Genossenschaft mit beschränkter Haftung		Untermarkt 62	9363	Metnitz	Credit Institution				Yes	No
AT35038	RVSAAT2S038	AT	Raiffeisenbank Michaelbeuern eGen		Michaelbeuern 76	5152	Michaelbeuern	Credit Institution				Yes	No
AT34318	RZOOAT2L318	AT	Raiffeisenbank Micheldorf eGen		Hauptstraße 2	4563	Micheldorf/OÖ	Credit Institution				Yes	No
AT32497	RLNWATW1497	AT	Raiffeisenbank Michelhausen eGen		Tullner Straße 23	3451	Michelhausen	Credit Institution				Yes	No
AT36276	RZTIAT22276	AT	Raiffeisenbank Mieminger Plateau eGen		Obermieming 175a	6414	Mieming	Credit Institution				Yes	No
AT39479	RZKTAT2K479	AT	Raiffeisenbank Millstättersee eG		Hauptstraße 82	9871	Seeboden	Credit Institution				Yes	No
AT37423	RVVGAT2B423	AT	Raiffeisenbank Mittelbregenzerwald registrierte Genossenschaft mit beschränkter Haftung		Loco 12	6863	Egg/Vbg.	Credit Institution				Yes	No
AT33010	RLBBAT2E010	AT	Raiffeisenbank Mittelburgenland Ost eGen		Hauptstraße 49	7301	Deutschkreutz	Credit Institution				Yes	No
AT35039	RVSAAT2S039	AT	Raiffeisenbank Mittersill-Hollersbach-Stuhlfelden registrierte Genossenschaft mit beschränkter Haftung	4	Kirchgasse 12	5730	Mittersill	Credit Institution				Yes	No
AT39436	RZKTAT2K436	AT	Raiffeisenbank Mittleres Mölltal, registrierte Genossenschaft mit beschränkter Haftung		Obervellach 57	9821	Obervellach	Credit Institution				Yes	No
AT38186	RZSTAT2G186	AT	Raiffeisenbank Mittleres Mürztal eGen	11	Grazer Straße 1	8670	Krieglach	Credit Institution				Yes	No
AT38075	RZSTAT2G075	AT	Raiffeisenbank Mittleres Raabtal eGen		Paldau 40	8341	Paldau	Credit Institution				Yes	No
AT34383	RZOOAT2L383	AT	Raiffeisenbank Mittleres Rodltal eGen		Marktplatz 44	4181	Oberneukirchen	Credit Institution				Yes	No
AT36216	RZTIAT22216	AT	Raiffeisenbank Mittleres Unterinntal eGen		Herrnhausplatz 14	6230	Brixlegg	Credit Institution				Yes	No
AT34321	RZOOAT2L321	AT	Raiffeisenbank Molln-Leonstein eGen		Marktstraße 2	4591	Molln	Credit Institution				Yes	No
AT34322	RZOOAT2L322	AT	Raiffeisenbank Mondseeland eGen	29	Rainerstraße 11	5310	Mondsee	Credit Institution				Yes	No
AT39411	RZKTAT2K411	AT	Raiffeisenbank Moosburg-Tigring, registrierte Genossenschaft mit beschränkter Haftung		Klagenfurter Straße 5	9062	Moosburg	Credit Institution				Yes	No
AT38235	RZSTAT2G235	AT	Raiffeisenbank Mooskirchen-Söding eGen		Raiffeisenplatz 6	8562	Mooskirchen	Credit Institution				Yes	No
AT38238	RZSTAT2G238	AT	Raiffeisenbank Murau eGen		Bundesstraße 5	8850	Murau	Credit Institution				Yes	No
AT38370	RZSTAT2G370	AT	Raiffeisenbank Mureck eGen	47	Hauptplatz 8	8480	Mureck	Credit Institution				Yes	No
AT33054	RLBBAT2E054	AT	Raiffeisenbank Mönchhof eGen		Raiffeisenplatz 1	7123	Mönchhof	Credit Institution				Yes	No
AT33055	RLBBAT2E055	AT	Raiffeisenbank Mörbisch am See eGen		Hauptstraße 4	7072	Mörbisch/See	Credit Institution				Yes	No
AT34330	RZOOAT2L330	AT	Raiffeisenbank Mühlviertler Alm eGen		Schulstraße 2	4280	Königswiesen	Credit Institution				Yes	No
AT36279	RZTIAT22279	AT	Raiffeisenbank Münster eGen		Dorf 340	6232	Münster	Credit Institution				Yes	No
AT36283	RZTIAT22283	AT	Raiffeisenbank Nauders eGen		Dr.-Tschiggfrey-Straße 66	6543	Nauders	Credit Institution				Yes	No
AT33058	RLBBAT2E058	AT	Raiffeisenbank Neckenmarkt eGen		Herrengasse 11	7311	Neckenmarkt	Credit Institution				Yes	No
AT38252	RZSTAT2G252	AT	Raiffeisenbank Nestelbach-Eggersdorf eGen		Schemerlhöhe 71	8302	Nestelbach	Credit Institution				Yes	No
AT34356	RZOOAT2L356	AT	Raiffeisenbank Neukirchen an der Vöckla eGen		Hauptstraße 22	4872	Neukirchen/V.	Credit Institution				Yes	No
AT38402	RZSTAT2G402	AT	Raiffeisenbank Neumarkt-Scheifling eGen	10	Hauptplatz 47	8820	Neumarkt/Stmk.	Credit Institution				Yes	No
AT32865	RLNWATWWNSM	AT	Raiffeisenbank Neunkirchen - Schwarzatal-Mitte eGen	28	Raiffeisenstraße 2	2620	Neunkirchen	Credit Institution				Yes	No
AT36285	RZTIAT22285	AT	Raiffeisenbank Neustift im Stubai registrierte Genossenschaft mit beschränkter Haftung		Dorf 2	6167	Neustift/Stubaital	Credit Institution				Yes	No
AT35043	RVSAAT2S043	AT	Raiffeisenbank Niedernsill eGen	6	Dorfstraße 16	5722	Niedernsill	Credit Institution				Yes	No
