MFI_ID	BIC	HOST	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	DOMICILE	HEAD_NAME	HEAD_ID	RESERVE	EXEMPT
FR17510		FR	Créatis	0	PARC DE LA HAUTE BORNE 61 AVENUE HALLEY	59650	VILLENEUVE D ASCQ	Credit Institution				Yes	No
FR16468		FR	Crédit Agricole Public Sector SCF	0	12 PLACE DES ETATS-UNIS	92127	MONTROUGE CEDEX	Credit Institution				Yes	No
FR30006	AGRIFRCCNAT	FR	Crédit Agricole S.A.	0	12 PLACE DES ETATS UNIS	92120	MONTROUGE	Credit Institution				Yes	No
FR15898		FR	Crédit Agricole home loan SFH	0	12 PLACE DES ETATS UNIS	92120	MONTROUGE	Credit Institution				Yes	No
FR43199		FR	Crédit Foncier de France	0	19 RUE DES CAPUCINES	75001	PARIS 01	Credit Institution				Yes	No
FR16718		FR	Crédit Immobilier de France Développement	0	26/28 RUE DE MADRID	75384	PARIS CEDEX 08	Credit Institution				No	No
FR15848		FR	Crédit Mutuel - CIC Home Loan SFH	0	6 AVENUE DE PROVENCE	75452	PARIS CEDEX 9	Credit Institution				Yes	No
FR31489	BSUIFRPPXXX	FR	Crédit agricole corporate and investment bank	0	9 QUAI DU PRÉSIDENT PAUL DOUMER	92920	PARIS-LA DEFENSE CEDEX	Credit Institution				Yes	No
FR16850	AGRIFRP1EFG	FR	Crédit agricole leasing & factoring	CS 30002	12 PLACE DES ETATS-UNIS	92548	MONTROUGE CEDEX	Credit Institution				Yes	No
FR42559	CCOPFRCPXXX	FR	Crédit coopératif	CS 10002	12 BOULEVARD PESARO	92024	NANTERRE CEDEX	Credit Institution				Yes	No
FR11778	CDMAFRPXXXX	FR	Crédit du Maroc		13, Avenue de Clichy	75017	Paris	Credit Institution	MA	Credit du Maroc	MA0ECBM00066	Yes	No
FR30076	NORDFRPPXXX	FR	Crédit du Nord	BP 569	28 PLACE RIHOUR	59023	LILLE CEDEX	Credit Institution				Yes	No
FR16640	CRFLFR21XXX	FR	Crédit financier lillois	0	25 ALLÉE VAUBAN	59562	LA MADELEINE CEDEX	Credit Institution				Yes	No
FR15149		FR	Crédit foncier et communal d'Alsace et de Lorraine-Banque	0	1 RUE DU DÔME	67003	STRASBOURG CEDEX	Credit Institution				Yes	No
FR14448		FR	Crédit foncier et communal d'Alsace et de Lorraine-Société de crédit foncier "CFCAL-SCF"	0	1 RUE DU DOME	67000	STRASBOURG	Credit Institution				Yes	No
FR30066	CMCIFRCPCIC	FR	Crédit industriel et commercial - CIC	0	6 AVENUE DE PROVENCE	75009	PARIS 09	Credit Institution				Yes	No
FR30002	CRLYFRPPXXX	FR	Crédit lyonnais	BP 12-02	19 BOULEVARD DES ITALIENS	75060	PARIS	Credit Institution				Yes	No
FR10160		FR	Crédit mobilier de Monaco	BP 81	15 avenue de Grande-Bretagne	98002	MONACO CEDEX	Credit Institution				Yes	No
FR15208	CRMPFRP1XXX	FR	Crédit municipal de Paris	0	55 RUE DES FRANCS-BOURGEOIS	75181	PARIS CEDEX 04	Credit Institution				Yes	No
FR15589		FR	Crédit mutuel Arkéa	0	1 RUE LOUIS LICHOU	29480	LE RELECQ KERHUON	Credit Institution				Yes	No
FR18169	CRESFRPPXXX	FR	Crédit suisse (Luxembourg) S.A.	0	25 avenue Kléber	75016	PARIS	Credit Institution	LU	Crédit Suisse (Luxembourg) S.A.	LUB00078	Yes	No
FR17789	DEUTFRPPSEC	FR	Deutsche bank AG	0	0 3-5 avenue de Friedland	0	PARIS CEDEX 08	Credit Institution	DE	DEUTSCHE BANK AKTIENGESELLSCHAFT	DE00001	Yes	No
FR17863		FR	Deutsche pfandbriefbank AG	0	11 RUE SAINT GEORGES	75009	PARIS 09	Credit Institution	DE	Deutsche Pfandbriefbank AG	DE03249	Yes	No
FR23380		FR	Dexia C.L.F. régions bail	TSA 92202	TOUR DEXIA - LA DÉFENSE 2 1 PASSERELLE DES REFLETS	92919	LA DEFENSE CEDEX	Credit Institution				Yes	No
FR13148	CLBQFRCCXXX	FR	Dexia CLF Banque	TSA 72200	TOUR DEXIA - LA DÉFENSE 2 1 PASSERELLE DES REFLETS	92919	LA DEFENSE CEDEX	Credit Institution				Yes	No
FR14410		FR	Dexia Flobail	0	TOUR DEXIA - LA DÉFENSE 2 1 PASSERELLE DES REFLETS	92919	LA DEFENSE CEDEX	Credit Institution				Yes	No
FR17290	CLFRFRCCXXX	FR	Dexia crédit local	0	TOUR DEXIA - LA DÉFENSE 2 1 PASSERELLE DES REFLETS	92913	LA DEFENSE CEDEX	Credit Institution				Yes	No
FR16038	DXPBMCMXXXX	FR	Dexia private bank Monaco S.A.M.		32/34 bd Princesse Charlotte 3/9 bd des moulins et	98000	MONACO	Credit Institution				Yes	No
FR16000		FR	Diac	0	14 AVENUE DU PAVÉ NEUF	93168	NOISY-LE-GRAND CEDEX	Credit Institution				Yes	No
FR10900		FR	Diffuco	0	102 AVENUE DES CHAMPS ELYSEES	75008	PARIS 08	Credit Institution				Yes	No
FR18759	EFGBMCMCXXX	FR	EFG Eurofinancière d'investissements S.A.M		15 avenue d'Ostende              Monte Carlo	98000	MONACO	Credit Institution				Yes	No
FR16048	ECOCFRPPXXX	FR	Ebi SA	0	LES COLLINES DE L'ARCHE 76 ROUTE DE LA DEMI-LUNE	92057	PARIS LA DEFENSE CEDEX	Credit Institution				Yes	No
FR42529	COFIFRCPXXX	FR	Edmond de Rothschild (France)	0	47 RUE DU FAUBOURG SAINT HONORE	75008	PARIS 08	Credit Institution				Yes	No
FR42959	ELBAFRPPXXX	FR	Electro banque	0	148 ROUTE DE LA REINE	92100	BOULOGNE-BILLANCOURT	Credit Institution				Yes	No
FR22970		FR	Epargne crédit des militaires (E.C.M.)	0	6 RUE LAS CASES	75007	PARIS 07	Credit Institution				Yes	No
FR13698		FR	Ester finance titrisation	0	9 QUAI DU PRÉSIDENT PAUL DOUMER	92920	PARIS LA DEFENSE CEDEX	Credit Institution				Yes	No
FR17979	ARABFRPPXXX	FR	Europe arab bank PLC	0	26 AVENUE DES CHAMPS ELYSEES	75008	PARIS 08	Credit Institution	GB	Europe Arab Bank plc	GB1126	Yes	No
FR17973	EXADFRPPXXX	FR	Exane derivatives	0	16 AVENUE MATIGNON	75008	PARIS 08	Credit Institution				Yes	No
FR18209		FR	Exane finance	0	16 AVENUE MATIGNON	75008	PARIS 08	Credit Institution				Yes	No
FR15798	FBNIFRPPXXX	FR	FBN bank (UK) Ltd	0	5 B RUE DU CIRQUE	75008	PARIS 08	Credit Institution	GB	FBN Bank (UK) Ltd	GB1132	Yes	No
FR12478		FR	FCE bank plc	0	0 34 rue de la Croix de Fer	78174	ST GERMAIN EN LAYE CEDEX	Credit Institution	GB	FCE Bank plc	GB1190	Yes	No
FR19169		FR	Finamur	CS 30002	12 PLACE DES ETATS-UNIS	92548	MONTROUGE CEDEX	Credit Institution				Yes	No
FR14518		FR	Fortuneo	La Défense	TOUR ARIANE 5 PLACE DE LA PYRAMIDE	92800	PUTEAUX	Credit Institution				Yes	No
FR18689	FRAFFRPPXXX	FR	Fransabank France S.A.	0	104 AVENUE DES CHAMPS ELYSEES	75008	PARIS 08	Credit Institution				Yes	No
FR15900		FR	Fédéral finance	0	1 ALLÉE LOUIS LICHOU	29480	LE RELECQ KERHUON	Credit Institution				Yes	No
FR15998		FR	GCE COVERED BONDS	0	50 AVENUE PIERRE MENDES FRANCE	75013	PARIS 13	Credit Institution				Yes	No
FR14833		FR	GE Capital bank limited	0	Défense Pl 23-27 Rue Delariviere -Lefoullon	92800	PUTEAUX	Credit Institution	GB	GE Capital Bank Limited	GB1243	Yes	No
FR15168	CRFAFRPPXXX	FR	GE Corporate finance bank S.A.S.	0	DEFENSE PLAZA 23 RUE DELARIVIERE LEFOULLON	92800	PUTEAUX	Credit Institution				Yes	No
FR13580	FACFFRPPXXX	FR	GE Factofrance	0	TOUR KUPKA 18 RUE HOCHE	92988	PARIS-LA DEFENSE CEDEX	Credit Institution				Yes	No
FR42799	MOEYFRPPMON	FR	GE Money bank	0	TOUR EUROPLAZA 20 AV ANDRÉ PROTHIN	92063	PARIS LA DEFENSE CEDEX	Credit Institution				Yes	No
FR16208		FR	GE SCF	0	TOUR EUROPLAZA 20 AVENUE ANDRÉ PROTHIN	92063	PARIS-LA-DEFENSE CEDEX	Credit Institution				Yes	No
FR17839	GMACFR21XXX	FR	GMAC Banque	BP 175	1 À 9 AVENUE DU MARAIS	95105	ARGENTEUIL CEDEX	Credit Institution				Yes	No
FR14040	GOLDFRP1XXX	FR	Goldman Sachs Paris Inc et Cie	0	5 AVENUE KLEBER	75116	PARIS 16	Credit Institution				Yes	No
FR18370	GPBAFRPPXXX	FR	Groupama banque (2ème du nom)	0	67 RUE ROBESPIERRE	93100	MONTREUIL	Credit Institution				Yes	No
FR18520		FR	Groupe Sofemo	0	34 RUE DU WACKEN	67000	STRASBOURG	Credit Institution				Yes	No
FR19269		FR	Génébanque	0	17 COURS VALMY	92800	PUTEAUX	Credit Institution				Yes	No
FR17660		FR	Généfim	0	29 BOULEVARD HAUSSMANN	75009	PARIS 09	Credit Institution				Yes	No
FR30056	CCFRFRPPXXX	FR	HSBC France	0	103 AVENUE DES CHAMPS-ELYSÉES	75419	PARIS CEDEX 08	Credit Institution				Yes	No
FR13488	BLICMCMCXXX	FR	HSBC Private bank (Monaco) S.A.		17 avenue d'ostende	98000	Monaco	Credit Institution				Yes	No
FR16058		FR	HSBC SFH (FRANCE)	0	15 RUE VERNET	75008	PARIS 08	Credit Institution				Yes	No
FR18059	MIDLFRCPXXX	FR	HSBC bank plc	0	15 RUE VERNET	75419	PARIS CEDEX 08	Credit Institution	GB	HSBC Bank plc	GB1805	Yes	No
FR18289	HABBFRPPXXX	FR	Habib bank limited	0	112 BOULEVARD HAUSSMANN	75008	PARIS 08	Credit Institution	PK	Habib Bank Ltd	PK0ECBM00012	Yes	No
FR14148	EHYPFRP1XXX	FR	Hypothekenbank Frankfurt AG	0	30 AVENUE GEORGE V	75008	PARIS 08	Credit Institution	DE	Hypothekenbank Frankfurt AG	DE03254	Yes	No
FR17123		FR	IKB deutsche industriebank AG	0	6 RUE CAMBACERES	75008	PARIS 08	Credit Institution	DE	IKB Deutsche Industriebank Aktiengesellschaft	DE03478	Yes	No
FR30438	INGBFRPPXXX	FR	ING Bank NV	0	IMMEUBLE LUMIERE 40 AVENUE DES TERROIRS DE FRANCE	75012	PARIS 12	Credit Institution	NL	ING Bank N.V.	NL163	Yes	No
FR14508	BAERMCMCXXX	FR	ING bank (Monaco) S.A.M.		1 avenue des citronniers	98000	Monaco	Credit Institution				Yes	No
FR11833	ICBKFRPPXXX	FR	Industrial and commercial bank of China (Europe) SA - ICBC (Europe) SA	0	73 BOULEVARD HAUSSMANN	75008	PARIS 08	Credit Institution				Yes	No
FR12818		FR	Institut pour le financement du cinéma et des industries culturelles - I.F.C.I.C.	0	46 AVENUE VICTOR HUGO	75116	PARIS 16	Credit Institution				Yes	No
FR17070		FR	Inter Europe conseil	0	29 BOULEVARD HAUSSMANN	75009	PARIS 09	Credit Institution				Yes	No
FR10128	BCITFRPPXXX	FR	Intesa Sanpaolo SpA	0	62 RUE DE RICHELIEU	75002	PARIS 02	Credit Institution	IT	INTESA SANPAOLO SPA	IT0000101262255	Yes	No
FR13688	ISBKFRPPXXX	FR	Isbank AG	0	13 PLACE KOSSUTH	75009	PARIS 09	Credit Institution	DE	Isbank AG	DE05607	Yes	No
FR13343		FR	J.P. Morgan securities Plc	0	14 PLACE VENDOME	75001	PARIS 01	Credit Institution	GB	J.P. Morgan Europe Limited	GB0780	Yes	No
FR12978		FR	JCB Finance	0	46 RUE ARAGO	92800	PUTEAUX	Credit Institution				Yes	No
FR30628	CHASFRPPXXX	FR	JPMorgan Chase bank, National Association	0	14 PLACE VENDOME	75001	PARIS 01	Credit Institution	US	JPMorgan Chase Bank National Association	US0ECBM00033	Yes	No
FR15458		FR	Joh. Berenberg, Gossler & Co. KG	0	48 AVENUE VICTOR HUGO	75116	PARIS 16	Credit Institution	DE	Joh. Berenberg, Gossler & Co. KG	DE00223	Yes	No
FR15008		FR	Jyske bank A/S	0	53 RUE D ANTIBES	06400	CANNES	Credit Institution	DK	Jyske Bank A/S	DK007858	Yes	No
FR27800	KREDFRPPXXX	FR	KBC bank	CS 40041	SYNERGIE PARK 6 RUE NICOLAS APPERT	59030	LILLE CEDEX	Credit Institution	BE	KBC Bank NV	BE0462920226	Yes	No
FR19069	KBLXFRPPXXX	FR	KBL Richelieu banque privée	0	22 BOULEVARD MALESHERBES	75008	PARIS 08	Credit Institution				Yes	No
FR13338	KBLXMCMCXXX	FR	Kb luxembourg (monaco)		7-11 quai andre citroen Tour Cristal	75015	Paris	Credit Institution				Yes	No
FR14989		FR	Korea exchange bank	0	38 AVENUE DES CHAMPS ELYSEES	75008	PARIS 08	Credit Institution	KR	Korea Exchange Bank	KR0ECBM00010	Yes	No
FR12518	KUTXFR21XXX	FR	Kutxabank SA	0	VILLA IRRINTZI 27 AVENUE FOCH	64100	BAYONNE	Credit Institution				Yes	No
FR16608		FR	LA BANQUE POSTALE HOME LOAN SFH	0	115 RUE DE SÈVRES	75275	PARIS CEDEX 06	Credit Institution				Yes	No
FR20041	PSSTFRPPXXX	FR	La Banque Postale	0	115 RUE DE SÈVRES	75275	PARIS CEDEX 06	Credit Institution				Yes	No
FR15733		FR	La Française Bank	0	0 173 boulevard Haussmann	75008	PARIS 08	Credit Institution				Yes	No
FR16068		FR	Landesbank Hessen-Thüringen Girozentrale (Helaba)	0	118 AVENUE DES CHAMPS ELYSÉES	75108	PARIS	Credit Institution	DE	Landesbank Hessen-Thüringen Girozentrale	DE00319	Yes	No
FR19063		FR	Landesbank Saar (SAARLB)	0	2 PLACE RAYMOND MONDON	57000	METZ	Credit Institution	DE	Landesbank Saar	DE00323	Yes	No
FR11230	CONOFRP1XXX	FR	Laser cofinoga	0	18 RUE DE LONDRES	75009	PARIS 09	Credit Institution				Yes	No
FR30748	LAZPFRCCXXX	FR	Lazard frères banque	0	121 BOULEVARD HAUSSMANN	75008	PARIS 08	Credit Institution				Yes	No
FR14120	LEGRFRP1XXX	FR	Legal & general bank (France)	0	58 RUE DE LA VICTOIRE	75009	PARIS 09	Credit Institution				Yes	No
FR13150		FR	LixxBail	CS 30002	12 PLACE DES ETATS-UNIS	92548	MONTROUGE CEDEX	Credit Institution				Yes	No
FR44449		FR	LixxCrédit	0	12 PLACE DES ETATS-UNIS	92548	MONTROUGE CEDEX	Credit Institution				Yes	No
FR15528		FR	Lloyds bank plc	0	21 RUE BALZAC	75008	PARIS 08	Credit Institution	GB	Lloyds Bank plc	GB1640	Yes	No
FR16773		FR	Lombard Odier (Europe) S.A.		8 RUE ROYALE	75008	PARIS	Credit Institution	LU	Lombard Odier (Europe) S.A.	LUB00370	Yes	No
FR10096		FR	Lyonnaise de banque "L.B."	0	8 RUE DE LA REPUBLIQUE	69001	LYON 01	Credit Institution				Yes	No
FR15498		FR	MAN financial services SAS	0	ZI CP 8005 COURCOURONNES	91008	EVRY CEDEX	Credit Institution				Yes	No
FR15078		FR	MFF	0	LE METROPOLE LA DEFENSE 46 RUE ARAGO	92800	PUTEAUX	Credit Institution				Yes	No
FR13833		FR	Mainfirst bank AG	0	123 RUE DE BERRI	75008	PARIS	Credit Institution	DE	MainFirst Bank Aktiengesellschaft	DE05731	Yes	No
FR14478		FR	Martin Maurel Sella Banque Privée - Monaco S.a.m.		3 Boulevard Princesse Charlotte	98000	Monaco	Credit Institution				Yes	No
FR15148		FR	Mediobanca - Banca di credito finanziario S.p.A.	0	43 RUE DE LA BIENFAISANCE	75008	PARIS 08	Credit Institution	IT	MEDIOBANCA SPA	IT0000101249233	Yes	No
FR18789	ICBCFRPPXXX	FR	Mega international commercial bank Co, Ltd	0	131 RUE DE TOLBIAC	75013	PARIS 13	Credit Institution	TW	Mega International Commercial Bank Co. Ltd	TW0ECBM00055	Yes	No
FR16233		FR	Mercedes-Benz bank AG	0	0 14 place claudel	78180	Montigny le bretonneux	Credit Institution	DE	Mercedes-Benz Bank AG	DE04051	Yes	No
FR15920	MRLAFRP1XXX	FR	Merrill Lynch capital markets (France) SAS	BP 2002	CTRE D'AFFAIRES PARIS TROCADÉRO 112 AVENUE KLÉBER	75761	PARIS CEDEX 16	Credit Institution				Yes	No
FR19973		FR	Mirabaud et Cie (Europe) SA		13 AVENUE HOCHE	75008	PARIS	Credit Institution	LU	Mirabaud & Cie (Europe) S.A.	LUB00381	Yes	No
FR18529	MHCBFRPP	FR	Mizuho bank ltd Paris branch	0	WASHINGTON PLAZA 40 RUE WASHINGTON	75408	PARIS CEDEX 08	Credit Institution	JP	Mizuho Bank, Ltd.	JP0ECBM00015	Yes	No
FR16989	CAVNFR21XXX	FR	Mobilis banque	0	64 BOULEVARD DE CAMBRAI	59100	ROUBAIX	Credit Institution				Yes	No
FR14690	MONNFR21XXX	FR	Monabanq.	0	PARC DE LA HAUTE BORNE 61 AVENUE HALLEY	59650	VILLENEUVE D ASCQ	Credit Institution				Yes	No
FR15638		FR	Monte Paschi Monaco S.A.M.		1 avenue des Citronniers	98000	MONACO	Credit Institution				Yes	No
FR30478	MONTFRPPXXX	FR	Monte Paschi banque S.A.	0	11 BOULEVARD DE LA MADELEINE	75001	PARIS 01	Credit Institution				Yes	No
FR15930		FR	NATIXIS PAYMENT SOLUTIONS	0	30 AVENUE PIERRE MENDES FRANCE	75013	PARIS 13	Credit Institution				Yes	No
FR18530		FR	Natiocredimurs, société en nom collectif	0	IMMEUBLE LE METROPOLE 46 RUE ARAGO	92800	PUTEAUX	Credit Institution				Yes	No
FR17549		FR	Natiocrédibail	0	IMMEUBLE LE METROPOLE 46 RUE ARAGO	92800	PUTEAUX	Credit Institution				Yes	No
FR17989		FR	National bank of Abu Dhabi	0	125 AVENUE DES CHAMPS ELYSEES	0	PARIS 08	Credit Institution	AE	National Bank of Abu Dhabi	AE0ECBM00015	Yes	No
FR41639	NBOKFRPPXXX	FR	National bank of Kuwait (International) plc	0	90 AVENUE DES CHAMPS ELYSEES	75008	PARIS 08	Credit Institution	GB	National Bank of Kuwait (International) plc	GB1905	Yes	No
FR14139	NBPAFRPPXXX	FR	National bank of Pakistan	0	128 BOULEVARD HAUSSMANN	75008	PARIS 08	Credit Institution	PK	National Bank of Pakistan	PK0ECBM00020	Yes	No
FR30007	NATXFRPPMAR	FR	Natixis	0	30 AVENUE PIERRE MENDES FRANCE	75013	PARIS 13	Credit Institution				Yes	No
FR16278		FR	Natixis Asset Management Finance	0	21 QUAI D'AUSTERLITZ	75634	PARIS CEDEX 13	Credit Institution				Yes	No
FR12749		FR	Natixis bail	0	30 AVENUE PIERRE MENDES FRANCE	75013	PARIS 13	Credit Institution				Yes	No
FR11470		FR	Natixis coficiné	0	6 RUE DE L AMIRAL HAMELIN	75116	PARIS 16	Credit Institution				Yes	No
FR11138		FR	Natixis factor	0	30 AVENUE PIERRE MENDES FRANCE	75013	PARIS 13	Credit Institution				Yes	No
FR14948		FR	Natixis interépargne	0	30 AVENUE PIERRE MENDES FRANCE	75013	PARIS 13	Credit Institution				Yes	No
FR11128		FR	Natixis lease	0	30 AVENUE PIERRE MENDES FRANCE	75013	PARIS 13	Credit Institution				Yes	No
FR16190		FR	Natixis lease immo	0	30 AVENUE PIERRE MENDES FRANCE	75013	PARIS 13	Credit Institution				Yes	No
FR12198	NEGRFRP1XXX	FR	Newedge group	0	52 AVENUE DES CHAMPS ELYSEES	75008	PARIS 08	Credit Institution				Yes	No
FR24280		FR	Oddo corporate finance	0	12 BOULEVARD DE LA MADELEINE	75009	PARIS 09	Credit Institution				Yes	No
FR45850	ODDOFRCPXXX	FR	Oddo et cie	0	12 BOULEVARD DE LA MADELEINE	75009	PARIS 09	Credit Institution				Yes	No
FR27589		FR	Oudart S.A.	0	10 A RUE DE LA PAIX	75002	PARIS 02	Credit Institution				Yes	No
FR15608		FR	PNB (Europe) Plc	0	165 AVENUE VICTOR HUGO	75116	PARIS 16	Credit Institution	GB	Punjab National Bank (International) Limited	GB2118	Yes	No
FR15068	PICTFRPPXXX	FR	Pictet & Cie (Europe) SA	0	34 AVENUE DE MESSINE	75008	PARIS 08	Credit Institution				Yes	No
FR16488		FR	Prêt d'union	0	2 B RUE LOUIS ARMAND	75015	PARIS	Credit Institution				Yes	No
FR17919	QNBAFRPPXXX	FR	Qatar national bank	0	65 AVENUE D IENA	75116	PARIS 16	Credit Institution	QA	Qatar National Bank SAQ	QA0ECBM00013	Yes	No
FR43789	SIFBFRP1FIT	FR	Quilvest banque privée	0	243 BOULEVARD SAINT GERMAIN	75007	PARIS 07	Credit Institution				Yes	No
FR15908		FR	RBC Europe limited	0	105 RUE REAUMUR	75002	PARIS 02	Credit Institution	GB	RBC Europe Limited	GB2200	Yes	No
FR15298	DISFFRPPXXX	FR	RBC Investor services bank France SA	0	105 RUE REAUMUR	75002	PARIS 02	Credit Institution				Yes	No
FR11188	RCINFRPPXXX	FR	RCI Banque	0	14 AVENUE DU PAVÉ NEUF	93168	NOISY-LE-GRAND CEDEX	Credit Institution				Yes	No
FR10218	RABOFRPPXXX	FR	Rabobank Nederland - Rabobank international	CS 60013	69 BOULEVARD HAUSSMANN	75008	PARIS	Credit Institution	NL	Coöperatieve Centrale Raiffeisen-Boerenleenbank B.A.	NL600	Yes	No
FR18669		FR	Rothschild et compagnie banque	0	29 AVENUE DE MESSINE	75008	PARIS 08	Credit Institution				Yes	No
FR16588		FR	SFIL	0	1-3 RUE DU PASSEUR DE BOULOGNE	92861	ISSY LES MOULINEAUX CEDEX 9	Credit Institution				Yes	No
FR14228		FR	SGB Finance	0	69 AVENUE DE FLANDRE	59700	MARCQ EN BAROEUL	Credit Institution				Yes	No
FR15868	SXFRFRP1XXX	FR	Saxo banque (France)	0	10 RUE DE LA PAIX	75002	PARIS 02	Credit Institution				Yes	No
FR12733		FR	Scotiabank Europe plc	0	112 AVENUE KLEBER	75116	PARIS 16	Credit Institution	GB	Scotiabank Europe plc	GB2290	Yes	No
FR13368	SGBTMCMCXXX	FR	Société Générale Bank & Trust (Monaco)		13-15, Boulevard des Moulins	98000	Monaco	Credit Institution				Yes	No
FR15968	GSCFFR22XXX	FR	Société Générale SCF	0	TOUR SOCIETE GENERALE 17 COURS VALMY	92800	PUTEAUX	Credit Institution				Yes	No
FR60080		FR	Société alsacienne de développement et d'expansion "SADE"	0	4 ALLÉE DE LA ROBERTSAU	67084	STRASBOURG CEDEX	Credit Institution				Yes	No
FR43629		FR	Société anonyme de crédit à l'industrie française (C.A.L.I.F.)	0	GLFI/COO/STC 189 RUE D'AUBERVILLIERS	75886	PARIS CEDEX 18	Credit Institution				Yes	No
FR19000	IVSTFRP1SMA	FR	Société auxiliaire d'études et d'investissements mobiliers - Investimo	0	114 AVENUE EMILE ZOLA	75739	PARIS CEDEX 15	Credit Institution				Yes	No
FR12128		FR	Société centrale pour le financement de l'immobilier - Socfim	0	33 AVENUE DU MAINE	75015	PARIS 15	Credit Institution				Yes	No
FR17679	SEBXFRP1XXX	FR	Société de banque et d'expansion - S.B.E. (2ème du nom)	0	22 RUE DE COURCELLES	75008	PARIS 08	Credit Institution				Yes	No
FR12500	SOIEFR21XXX	FR	Société de financement de la meunerie	BP 12	QUAI DU GÉNÉRAL SARRAIL	10400	LA VILLENEUVE AU CHATELOT	Credit Institution				Yes	No
FR10088		FR	Société de promotion et de participation pour la coopération économique-Proparco	0	151 RUE SAINT HONORE	75001	PARIS 01	Credit Institution				Yes	No
FR15228		FR	Société financière Antilles Guyane - SOFIAG	BP 575	12 BD DU GÉNÉRAL DE GAULLE	97242	FORT DE FRANCE CEDEX	Credit Institution				Yes	No
FR14749		FR	Société financière de banque - Sofib	0	29 RUE ERNEST COGNACQ	92300	LEVALLOIS PERRET	Credit Institution				Yes	No
FR21570		FR	Société financière de la N.E.F.	0	8 AVENUE DES CANUTS	69120	VAULX EN VELIN	Credit Institution				Yes	No
FR14378	SFPMFRP1XXX	FR	Société financière du porte-monnaie électronique interbancaire	0	29 RUE DU LOUVRE	75002	PARIS 02	Credit Institution				Yes	No
FR17439	SODIRER1XXX	FR	Société financière pour le développement de la Réunion (S.O.F.I.D.E.R.)	BP 867	3 RUE LABOURDONNAIS	97477	SAINT-DENIS CEDEX	Credit Institution				Yes	No
FR30003	SOGEFRPPXXX	FR	Société générale	0	29 BOULEVARD HAUSSMANN	75009	PARIS 09	Credit Institution				Yes	No
FR16228		FR	Société générale SFH	0	TOUR SOCIETE GENERALE 17 COURS VALMY	92800	PUTEAUX	Credit Institution				Yes	No
FR18079	SOGEGPGPXXX	FR	Société générale de banque aux Antilles	BP 55	30 RUE FREBAULT	97152	POINTE-A-PITRE CEDEX	Credit Institution				Yes	No
FR13769		FR	Société générale pour le développement des opérations de crédit-bail immobilier- Sogebail	0	29 BOULEVARD HAUSSMANN	75009	PARIS 09	Credit Institution				Yes	No
FR30077	SMCTFR2AXXX	FR	Société marseillaise de crédit	0	75 RUE PARADIS	13006	MARSEILLE 06	Credit Institution				Yes	No
FR12280	SORMFR2NXXX	FR	Socram banque	0	2 RUE DU 24 FÉVRIER	79092	NIORT CEDEX 9	Credit Institution				Yes	No
FR19460	SFAXFRPPXXX	FR	Sofax banque	La Défense	2 PLACE JEAN MILLIER	92400	COURBEVOIE	Credit Institution				Yes	No
FR19259		FR	Sogefimur	0	29 BOULEVARD HAUSSMANN	75009	PARIS 09	Credit Institution				Yes	No
FR21619		FR	Sophia-Bail	0	29 BOULEVARD HAUSSMANN	75009	PARIS 09	Credit Institution				Yes	No
FR15918		FR	Standard chartered bank	0	0 32 rue de Monceau	75008	PARIS 08	Credit Institution	GB	Standard Chartered Bank	GB2400	Yes	No
FR18329	SBINFRPPXXX	FR	State bank of India	0	12-14 RD PT DES CHAMPS-ELYSÉES	75008	PARIS 08	Credit Institution	IN	Bank of India	IN0ECBM00018	Yes	No
FR11518	SBOSFRP1XXX	FR	State street banque S.A.	0	IMMEUBLE DEFENSE PLAZA 23 RUE DELARIVIERE LEFOULLON	92800	PUTEAUX	Credit Institution				Yes	No
FR12938		FR	Sud-ouest bail	0	30 AVENUE PIERRE MENDES FRANCE	75013	PARIS 13	Credit Institution				Yes	No
FR15250	SMBCFRPPGEB	FR	Sumitomo Mitsui banking corporation Europe limited	0	20 RUE DE LA VILLE L EVEQUE	75108	PARIS 08	Credit Institution	GB	Sumitomo Mitsui Banking Corporation Europe Limited	GB2437	Yes	No
FR14568	HANDFRPPXXX	FR	Svenska handelsbanken AB (publ)	0	7 RUE DROUOT	75009	PARIS 09	Credit Institution	SE	Svenska Handelsbanken AB	SE11123	Yes	No
FR11238	SWILFRP1XXX	FR	SwissLife banque privée	0	7 PLACE VENDOME	75001	PARIS 01	Credit Institution				Yes	No
FR26310	SYGMFRP1XXX	FR	Sygma banque	0	18 RUE DE LONDRES	75009	PARIS 09	Credit Institution				Yes	No
FR16618		FR	The Export-Import Bank of China	0	0 62 rue de Courcelles	75008	PARIS	Credit Institution	CN	THE EXPORT-IMPORT BANK OF CHINA	CN0ECBM00063	Yes	No
FR15258		FR	The Governor and company of the bank of Ireland (Bank of Ireland)	0	0 20 avenue Franklin Roosevelt	75108	PARIS	Credit Institution	IE	The Governor and Company of the Bank of Ireland	IEBKIREL	Yes	No
FR13733		FR	The bank of New York Mellon SA/NV	0	7 RUE SCRIBE	75109	PARIS	Credit Institution	BE	The Bank of New York Mellon SA	BE0806743159	Yes	No
